source,target,weight
Adana,Antakya,1
Adana,Kabala,1
Adana,Sur district,1
Adana,Pendik,1
Adana,Kozluk,1
Adana,Kulp district,1
Adana,Kadikoy district,1
Adana,Kocakoy,1
Adana,Gebze district,1
Adana,Mersin,3
Adana,Ercis district,1
Adana,Isparta,1
Adana,Kasimli,1
Adana,Pinarbasi,1
Adana,Sultangazi district,1
Adana,Karliova,1
Adana,Nusaybin,1
Adana,Semdinli,3
Adana,Belenoluk,1
Adana,Aydin,1
Adana,Sirnak,2
Adana,Caglayan,1
Adana,Ozalp,1
Adana,Mardinkapi,1
Adana,Mesepinar,1
Adana,Celtiksuyu,1
Adana,Suruc,1
Adana,Beytussebap district,1
Adana,Cizre,1
Adana,Cinar,1
Adana,Semdinli district,1
Adana,Yenisehir,1
Adana,Pozanti,1
Adana,Antalya,2
Adana,Ogulveren,1
Adana,Besikduzu,1
Adana,Arabaslik,1
Adana,Eskisehir,1
Adana,Cukurca,1
Adana,Payas,1
Adana,Dogubeyazit district,1
Adana,Dicle,1
Adana,Reyhanli,1
Adana,Kemer,1
Adana,Bademli,1
Adana,Refahiye,1
Adana,Tunceli,1
Adana,Catak,1
Adana,Solhan,1
Adana,Daglica,2
Uzumlu,Semdinli,1
Uzumlu,Duzici district,1
Uzumlu,Marmaris,1
Uzumlu,Silopi,1
Uzumlu,Sason,1
Uzumlu,Dogubeyazit district,1
Uzumlu,Ercis,1
Uzumlu,Bakacak,1
Uzumlu,Genc,1
Uzumlu,Egirmec,1
Uzumlu,Islahiye district,1
Uzumlu,Erzincan,1
Uzumlu,Izmit,1
Uzumlu,Gecitli,1
Payas,Semdinli,1
Payas,Belenoluk,1
Payas,Malatya,1
Payas,Izmir,1
Payas,Tatvan,1
Payas,Yuksekova,1
Payas,Dortyol,1
Payas,Sirnak,1
Payas,Silvan,1
Payas,Caglayan,1
Payas,Antakya,1
Payas,Celtiksuyu,1
Payas,Kozluk,1
Payas,Antalya,1
Payas,Besikduzu,1
Payas,Arabaslik,1
Payas,Eskisehir,1
Payas,Gebze district,1
Payas,Mersin,1
Payas,Cukurca,1
Payas,Dogubeyazit district,1
Payas,Kasimli,1
Payas,Refahiye,1
Payas,Karliova,1
Payas,Solhan,1
Dogansar District,Semdinli,1
Dogansar District,Izmir,1
Dogansar District,Konak District,1
Dogansar District,Marmaris,1
Dogansar District,Hizan district,1
Dogansar District,Hani,1
Dogansar District,Sanliurfa,1
Dogansar District,Gaziantep,1
Dogansar District,Erzin,1
Dogansar District,Hatay,1
Dogansar District,Derik district,1
Dogansar District,Toroslar,1
Dogansar District,Buca district,1
Dogansar District,Beldeler,1
Dogansar District,Mersin,1
Dogansar District,Nusaybin district,1
Dogansar District,Pulumur,1
Dogansar District,Saricam District,1
Dogansar District,Beytussebap,1
Dogansar District,Servi,1
Dogansar District,Reyhanli,1
Dogansar District,Alacakaya,1
Caglayan,Semdinli,1
Caglayan,Belenoluk,1
Caglayan,Malatya,1
Caglayan,Izmir,1
Caglayan,Tatvan,1
Caglayan,Yuksekova,1
Caglayan,Dortyol,1
Caglayan,Sirnak,1
Caglayan,Silvan,1
Caglayan,Antakya,1
Caglayan,Celtiksuyu,1
Caglayan,Kozluk,1
Caglayan,Antalya,1
Caglayan,Besikduzu,1
Caglayan,Arabaslik,1
Caglayan,Eskisehir,1
Caglayan,Gebze district,1
Caglayan,Mersin,1
Caglayan,Cukurca,1
Caglayan,Dogubeyazit district,1
Caglayan,Kasimli,1
Caglayan,Refahiye,1
Caglayan,Karliova,1
Caglayan,Solhan,1
Arabaslik,Semdinli,1
Arabaslik,Belenoluk,1
Arabaslik,Malatya,1
Arabaslik,Izmir,1
Arabaslik,Tatvan,1
Arabaslik,Yuksekova,1
Arabaslik,Dortyol,1
Arabaslik,Sirnak,1
Arabaslik,Silvan,1
Arabaslik,Antakya,1
Arabaslik,Celtiksuyu,1
Arabaslik,Kozluk,1
Arabaslik,Antalya,1
Arabaslik,Besikduzu,1
Arabaslik,Eskisehir,1
Arabaslik,Gebze district,1
Arabaslik,Mersin,1
Arabaslik,Cukurca,1
Arabaslik,Dogubeyazit district,1
Arabaslik,Kasimli,1
Arabaslik,Refahiye,1
Arabaslik,Karliova,1
Arabaslik,Solhan,1
Solhan,Semdinli,1
Solhan,Belenoluk,1
Solhan,Malatya,1
Solhan,Izmir,1
Solhan,Tatvan,1
Solhan,Yuksekova,1
Solhan,Dortyol,1
Solhan,Sirnak,1
Solhan,Silvan,1
Solhan,Antakya,1
Solhan,Celtiksuyu,1
Solhan,Kozluk,1
Solhan,Antalya,1
Solhan,Besikduzu,1
Solhan,Eskisehir,1
Solhan,Gebze district,1
Solhan,Mersin,1
Solhan,Cukurca,1
Solhan,Dogubeyazit district,1
Solhan,Kasimli,1
Solhan,Refahiye,1
Solhan,Karliova,1
Bulanik,Semdinli,1
Bulanik,Omurlu,1
Bulanik,Torul,1
Bulanik,Lice district,1
Bulanik,Pervari,1
Bulanik,Mezra,1
Bulanik,Yuksekova,1
Bulanik,Omerli,1
Bulanik,Tokat,1
Bulanik,Dazya,1
Bulanik,Hozat district,1
Bulanik,Hani,1
Bulanik,Saray,1
Bulanik,Nazimiye district,1
Bulanik,Akcay,1
Bulanik,Genc,1
Bulanik,Cukurca district,1
Bulanik,Diyadin,1
Bulanik,Malazgirt,1
Bulanik,Semdinli district,1
Bulanik,Caldiran district,1
Bulanik,Bitlis,1
Bulanik,Ziyaret,1
Bulanik,Kocakoy,1
Bulanik,Lice,1
Bulanik,Geyiksuyu,1
Bulanik,Cukurca,1
Bulanik,Iskenderun,1
Bulanik,Dogubeyazit district,1
Bulanik,Dicle,1
Bulanik,Guclukonak District,1
Bulanik,Pulumur,1
Bulanik,Siran,1
Bulanik,Hani district,1
Bulanik,Catak,1
Bulanik,Tunceli,1
Bulanik,Genc district,1
Bulanik,Nusaybin,1
Bulanik,Kigi,1
Bulanik,Bukardi,1
Cigdemli,Semdinli,1
Cigdemli,Aydin,1
Cigdemli,Malatya,1
Cigdemli,Izmir,1
Cigdemli,Yenikoy,1
Cigdemli,Sirnak,1
Cigdemli,Ozalp,1
Cigdemli,Mesepinar,1
Cigdemli,Sur district,1
Cigdemli,Suruc,1
Cigdemli,Pendik,1
Cigdemli,Semdinli district,1
Cigdemli,Yenisehir,1
Cigdemli,Antalya,1
Cigdemli,Ogulveren,1
Cigdemli,Mersin,1
Cigdemli,Dicle,1
Cigdemli,Reyhanli,1
Cigdemli,Kemer,1
Cigdemli,Bademli,1
Cigdemli,Daglica,1
Catak,Omurlu,1
Catak,Lice district,1
Catak,Ceylanpinar,1
Catak,Pervari,1
Catak,Mezra,1
Catak,Yuksekova,1
Catak,Tatvan,1
Catak,Omerli,1
Catak,Tokat,1
Catak,Dazya,1
Catak,Hozat district,1
Catak,Nazimiye district,1
Catak,Kabala,1
Catak,Malazgirt,1
Catak,Kulp district,1
Catak,Kadikoy district,1
Catak,Ziyaret,1
Catak,Kocakoy,2
Catak,Mersin,1
Catak,Ercis district,1
Catak,Pulumur,1
Catak,Guclukonak District,1
Catak,Isparta,1
Catak,Pinarbasi,1
Catak,Sultangazi district,1
Catak,Hani district,1
Catak,Genc district,1
Catak,Nusaybin,2
Catak,Kigi,1
Catak,Semdinli,2
Catak,Torul,1
Catak,Hani,1
Catak,Saray,1
Catak,Akcay,1
Catak,Genc,1
Catak,Cukurca district,1
Catak,Diyadin,1
Catak,Mardinkapi,1
Catak,Beytussebap district,1
Catak,Cizre,1
Catak,Cinar,1
Catak,Semdinli district,1
Catak,Pozanti,1
Catak,Caldiran district,1
Catak,Bitlis,1
Catak,Lice,1
Catak,Geyiksuyu,1
Catak,Cukurca,1
Catak,Iskenderun,1
Catak,Dogubeyazit district,1
Catak,Dicle,1
Catak,Siran,1
Catak,Tunceli,2
Catak,Daglica,1
Catak,Bukardi,1
Konak District,Semdinli,1
Konak District,Izmir,1
Konak District,Marmaris,1
Konak District,Hizan district,1
Konak District,Hani,1
Konak District,Sanliurfa,1
Konak District,Gaziantep,1
Konak District,Erzin,1
Konak District,Hatay,1
Konak District,Derik district,1
Konak District,Toroslar,1
Konak District,Buca district,1
Konak District,Beldeler,1
Konak District,Mersin,1
Konak District,Nusaybin district,1
Konak District,Pulumur,1
Konak District,Saricam District,1
Konak District,Beytussebap,1
Konak District,Servi,1
Konak District,Reyhanli,1
Konak District,Alacakaya,1
Tunceli,Omurlu,1
Tunceli,Ceylanpinar,1
Tunceli,Lice district,1
Tunceli,Tatvan,1
Tunceli,Pervari,1
Tunceli,Yuksekova,1
Tunceli,Mezra,1
Tunceli,Omerli,1
Tunceli,Tokat,1
Tunceli,Dazya,1
Tunceli,Hozat district,1
Tunceli,Nazimiye district,1
Tunceli,Kabala,1
Tunceli,Malazgirt,1
Tunceli,Kulp district,1
Tunceli,Kadikoy district,1
Tunceli,Kocakoy,2
Tunceli,Ziyaret,1
Tunceli,Mersin,1
Tunceli,Ercis district,1
Tunceli,Pulumur,1
Tunceli,Guclukonak District,1
Tunceli,Isparta,1
Tunceli,Pinarbasi,1
Tunceli,Sultangazi district,1
Tunceli,Hani district,1
Tunceli,Genc district,1
Tunceli,Nusaybin,2
Tunceli,Kigi,1
Tunceli,Semdinli,2
Tunceli,Torul,1
Tunceli,Hani,1
Tunceli,Saray,1
Tunceli,Mardinkapi,1
Tunceli,Genc,1
Tunceli,Cukurca district,1
Tunceli,Diyadin,1
Tunceli,Akcay,1
Tunceli,Beytussebap district,1
Tunceli,Cizre,1
Tunceli,Cinar,1
Tunceli,Semdinli district,1
Tunceli,Pozanti,1
Tunceli,Caldiran district,1
Tunceli,Bitlis,1
Tunceli,Lice,1
Tunceli,Geyiksuyu,1
Tunceli,Cukurca,1
Tunceli,Iskenderun,1
Tunceli,Dogubeyazit district,1
Tunceli,Dicle,1
Tunceli,Siran,1
Tunceli,Daglica,1
Tunceli,Bukardi,1
Toroslar,Semdinli,1
Toroslar,Izmir,1
Toroslar,Marmaris,1
Toroslar,Hizan district,1
Toroslar,Hani,1
Toroslar,Sanliurfa,1
Toroslar,Gaziantep,1
Toroslar,Erzin,1
Toroslar,Hatay,1
Toroslar,Derik district,1
Toroslar,Buca district,1
Toroslar,Beldeler,1
Toroslar,Mersin,1
Toroslar,Nusaybin district,1
Toroslar,Pulumur,1
Toroslar,Saricam District,1
Toroslar,Beytussebap,1
Toroslar,Servi,1
Toroslar,Reyhanli,1
Toroslar,Alacakaya,1
Mesepinar,Semdinli,1
Mesepinar,Aydin,1
Mesepinar,Malatya,1
Mesepinar,Izmir,1
Mesepinar,Yenikoy,1
Mesepinar,Sirnak,1
Mesepinar,Ozalp,1
Mesepinar,Sur district,1
Mesepinar,Suruc,1
Mesepinar,Pendik,1
Mesepinar,Semdinli district,1
Mesepinar,Yenisehir,1
Mesepinar,Antalya,1
Mesepinar,Ogulveren,1
Mesepinar,Mersin,1
Mesepinar,Dicle,1
Mesepinar,Reyhanli,1
Mesepinar,Kemer,1
Mesepinar,Bademli,1
Mesepinar,Daglica,1
Bademli,Semdinli,1
Bademli,Aydin,1
Bademli,Malatya,1
Bademli,Izmir,1
Bademli,Yenikoy,1
Bademli,Sirnak,1
Bademli,Ozalp,1
Bademli,Sur district,1
Bademli,Suruc,1
Bademli,Pendik,1
Bademli,Semdinli district,1
Bademli,Yenisehir,1
Bademli,Antalya,1
Bademli,Ogulveren,1
Bademli,Mersin,1
Bademli,Dicle,1
Bademli,Reyhanli,1
Bademli,Kemer,1
Bademli,Daglica,1
Erzin,Semdinli,1
Erzin,Izmir,1
Erzin,Marmaris,1
Erzin,Hizan district,1
Erzin,Hani,1
Erzin,Sanliurfa,1
Erzin,Gaziantep,1
Erzin,Hatay,1
Erzin,Derik district,1
Erzin,Buca district,1
Erzin,Beldeler,1
Erzin,Mersin,1
Erzin,Nusaybin district,1
Erzin,Pulumur,1
Erzin,Saricam District,1
Erzin,Beytussebap,1
Erzin,Servi,1
Erzin,Reyhanli,1
Erzin,Alacakaya,1
Isparta,Semdinli,1
Isparta,Pozanti,1
Isparta,Kulp district,1
Isparta,Kadikoy district,1
Isparta,Ceylanpinar,1
Isparta,Tatvan,1
Isparta,Kocakoy,1
Isparta,Mersin,1
Isparta,Ercis district,1
Isparta,Mardinkapi,1
Isparta,Kabala,1
Isparta,Pinarbasi,1
Isparta,Sultangazi district,1
Isparta,Beytussebap district,1
Isparta,Cizre,1
Isparta,Cinar,1
Isparta,Nusaybin,1
Isparta,Daglica,1
Gaziantep,Semdinli,1
Gaziantep,Izmir,1
Gaziantep,Marmaris,1
Gaziantep,Hizan district,1
Gaziantep,Hani,1
Gaziantep,Sanliurfa,2
Gaziantep,Hatay,1
Gaziantep,Derik district,1
Gaziantep,Buca district,1
Gaziantep,Beldeler,1
Gaziantep,Mersin,1
Gaziantep,Nusaybin district,1
Gaziantep,Pulumur,1
Gaziantep,Saricam District,1
Gaziantep,Beytussebap,1
Gaziantep,Servi,1
Gaziantep,Reyhanli,1
Gaziantep,Alacakaya,1
Dazya,Semdinli,1
Dazya,Omurlu,1
Dazya,Torul,1
Dazya,Lice district,1
Dazya,Pervari,1
Dazya,Mezra,1
Dazya,Yuksekova,1
Dazya,Omerli,1
Dazya,Tokat,1
Dazya,Hozat district,1
Dazya,Hani,1
Dazya,Saray,1
Dazya,Nazimiye district,1
Dazya,Akcay,1
Dazya,Genc,1
Dazya,Cukurca district,1
Dazya,Diyadin,1
Dazya,Malazgirt,1
Dazya,Semdinli district,1
Dazya,Caldiran district,1
Dazya,Bitlis,1
Dazya,Ziyaret,1
Dazya,Kocakoy,1
Dazya,Lice,1
Dazya,Geyiksuyu,1
Dazya,Cukurca,1
Dazya,Iskenderun,1
Dazya,Dogubeyazit district,1
Dazya,Dicle,1
Dazya,Guclukonak District,1
Dazya,Pulumur,1
Dazya,Siran,1
Dazya,Hani district,1
Dazya,Genc district,1
Dazya,Nusaybin,1
Dazya,Kigi,1
Dazya,Bukardi,1
Kadikoy district,Semdinli,1
Kadikoy district,Pozanti,1
Kadikoy district,Kulp district,1
Kadikoy district,Ceylanpinar,1
Kadikoy district,Tatvan,1
Kadikoy district,Kocakoy,1
Kadikoy district,Mersin,1
Kadikoy district,Ercis district,1
Kadikoy district,Mardinkapi,1
Kadikoy district,Kabala,1
Kadikoy district,Pinarbasi,1
Kadikoy district,Sultangazi district,1
Kadikoy district,Beytussebap district,1
Kadikoy district,Cizre,1
Kadikoy district,Cinar,1
Kadikoy district,Nusaybin,1
Kadikoy district,Daglica,1
Aydin,Semdinli,1
Aydin,Malatya,1
Aydin,Izmir,1
Aydin,Yenikoy,1
Aydin,Sirnak,1
Aydin,Ozalp,1
Aydin,Sur district,1
Aydin,Suruc,1
Aydin,Pendik,1
Aydin,Semdinli district,1
Aydin,Yenisehir,1
Aydin,Antalya,1
Aydin,Ogulveren,1
Aydin,Mersin,1
Aydin,Dicle,1
Aydin,Reyhanli,1
Aydin,Kemer,1
Aydin,Daglica,1
Izmir,Malatya,2
Izmir,Tatvan,1
Izmir,Yuksekova,1
Izmir,Yenikoy,1
Izmir,Dortyol,1
Izmir,Silvan,1
Izmir,Marmaris,1
Izmir,Hizan district,1
Izmir,Antakya,1
Izmir,Sur district,1
Izmir,Pendik,1
Izmir,Kozluk,1
Izmir,Derik district,1
Izmir,Buca district,1
Izmir,Gebze district,1
Izmir,Mersin,3
Izmir,Nusaybin district,1
Izmir,Pulumur,1
Izmir,Kasimli,1
Izmir,Karliova,1
Izmir,Alacakaya,1
Izmir,Belenoluk,1
Izmir,Semdinli,3
Izmir,Sirnak,2
Izmir,Ozalp,1
Izmir,Hani,1
Izmir,Sanliurfa,1
Izmir,Celtiksuyu,1
Izmir,Suruc,1
Izmir,Semdinli district,1
Izmir,Hatay,1
Izmir,Yenisehir,1
Izmir,Antalya,2
Izmir,Ogulveren,1
Izmir,Besikduzu,1
Izmir,Beldeler,1
Izmir,Eskisehir,1
Izmir,Cukurca,1
Izmir,Dogubeyazit district,1
Izmir,Dicle,1
Izmir,Saricam District,1
Izmir,Beytussebap,1
Izmir,Reyhanli,2
Izmir,Servi,1
Izmir,Kemer,1
Izmir,Refahiye,1
Izmir,Daglica,1
Eskisehir,Semdinli,1
Eskisehir,Belenoluk,1
Eskisehir,Malatya,1
Eskisehir,Tatvan,1
Eskisehir,Yuksekova,1
Eskisehir,Dortyol,1
Eskisehir,Sirnak,1
Eskisehir,Silvan,1
Eskisehir,Antakya,1
Eskisehir,Celtiksuyu,1
Eskisehir,Kozluk,1
Eskisehir,Antalya,1
Eskisehir,Besikduzu,1
Eskisehir,Gebze district,1
Eskisehir,Mersin,1
Eskisehir,Cukurca,1
Eskisehir,Dogubeyazit district,1
Eskisehir,Kasimli,1
Eskisehir,Refahiye,1
Eskisehir,Karliova,1
Tokat,Semdinli,1
Tokat,Omurlu,1
Tokat,Torul,1
Tokat,Lice district,1
Tokat,Pervari,1
Tokat,Mezra,1
Tokat,Yuksekova,1
Tokat,Omerli,1
Tokat,Hozat district,1
Tokat,Hani,1
Tokat,Saray,1
Tokat,Nazimiye district,1
Tokat,Akcay,1
Tokat,Genc,1
Tokat,Cukurca district,1
Tokat,Diyadin,1
Tokat,Malazgirt,1
Tokat,Semdinli district,1
Tokat,Caldiran district,1
Tokat,Bitlis,1
Tokat,Ziyaret,1
Tokat,Kocakoy,1
Tokat,Lice,1
Tokat,Geyiksuyu,1
Tokat,Cukurca,1
Tokat,Iskenderun,1
Tokat,Dogubeyazit district,1
Tokat,Dicle,1
Tokat,Guclukonak District,1
Tokat,Pulumur,1
Tokat,Siran,1
Tokat,Hani district,1
Tokat,Genc district,1
Tokat,Nusaybin,1
Tokat,Kigi,1
Tokat,Bukardi,1
Pulumur,Omurlu,1
Pulumur,Lice district,1
Pulumur,Pervari,1
Pulumur,Mezra,1
Pulumur,Yuksekova,1
Pulumur,Omerli,1
Pulumur,Hozat district,1
Pulumur,Marmaris,1
Pulumur,Hizan district,1
Pulumur,Nazimiye district,1
Pulumur,Malazgirt,1
Pulumur,Derik district,1
Pulumur,Buca district,1
Pulumur,Kocakoy,1
Pulumur,Ziyaret,1
Pulumur,Mersin,1
Pulumur,Nusaybin district,1
Pulumur,Guclukonak District,1
Pulumur,Hani district,1
Pulumur,Alacakaya,1
Pulumur,Genc district,1
Pulumur,Nusaybin,1
Pulumur,Kigi,1
Pulumur,Semdinli,2
Pulumur,Torul,1
Pulumur,Hani,2
Pulumur,Saray,1
Pulumur,Akcay,1
Pulumur,Sanliurfa,1
Pulumur,Genc,1
Pulumur,Cukurca district,1
Pulumur,Diyadin,1
Pulumur,Semdinli district,1
Pulumur,Hatay,1
Pulumur,Bitlis,1
Pulumur,Caldiran district,1
Pulumur,Beldeler,1
Pulumur,Lice,1
Pulumur,Geyiksuyu,1
Pulumur,Iskenderun,1
Pulumur,Cukurca,1
Pulumur,Dogubeyazit district,1
Pulumur,Dicle,1
Pulumur,Saricam District,1
Pulumur,Beytussebap,1
Pulumur,Servi,1
Pulumur,Siran,1
Pulumur,Reyhanli,1
Pulumur,Bukardi,1
Yenikoy,Semdinli,1
Yenikoy,Malatya,1
Yenikoy,Sirnak,1
Yenikoy,Ozalp,1
Yenikoy,Sur district,1
Yenikoy,Suruc,1
Yenikoy,Pendik,1
Yenikoy,Semdinli district,1
Yenikoy,Yenisehir,1
Yenikoy,Antalya,1
Yenikoy,Ogulveren,1
Yenikoy,Mersin,1
Yenikoy,Dicle,1
Yenikoy,Reyhanli,1
Yenikoy,Kemer,1
Yenikoy,Daglica,1
Nusaybin,Omurlu,1
Nusaybin,Lice district,1
Nusaybin,Ceylanpinar,1
Nusaybin,Pervari,1
Nusaybin,Mezra,1
Nusaybin,Yuksekova,1
Nusaybin,Tatvan,1
Nusaybin,Omerli,1
Nusaybin,Hozat district,1
Nusaybin,Nazimiye district,1
Nusaybin,Kabala,1
Nusaybin,Malazgirt,1
Nusaybin,Kulp district,1
Nusaybin,Ziyaret,1
Nusaybin,Kocakoy,2
Nusaybin,Mersin,1
Nusaybin,Ercis district,1
Nusaybin,Guclukonak District,1
Nusaybin,Pinarbasi,1
Nusaybin,Sultangazi district,1
Nusaybin,Hani district,1
Nusaybin,Genc district,1
Nusaybin,Kigi,1
Nusaybin,Semdinli,2
Nusaybin,Torul,1
Nusaybin,Hani,1
Nusaybin,Saray,1
Nusaybin,Akcay,1
Nusaybin,Genc,1
Nusaybin,Cukurca district,1
Nusaybin,Diyadin,1
Nusaybin,Mardinkapi,1
Nusaybin,Beytussebap district,1
Nusaybin,Cizre,1
Nusaybin,Cinar,1
Nusaybin,Semdinli district,1
Nusaybin,Pozanti,1
Nusaybin,Caldiran district,1
Nusaybin,Bitlis,1
Nusaybin,Lice,1
Nusaybin,Geyiksuyu,1
Nusaybin,Cukurca,1
Nusaybin,Iskenderun,1
Nusaybin,Dogubeyazit district,1
Nusaybin,Dicle,1
Nusaybin,Siran,1
Nusaybin,Daglica,1
Nusaybin,Bukardi,1
Pervari,Semdinli,1
Pervari,Omurlu,1
Pervari,Torul,1
Pervari,Lice district,1
Pervari,Mezra,1
Pervari,Yuksekova,1
Pervari,Omerli,1
Pervari,Hozat district,1
Pervari,Hani,1
Pervari,Saray,1
Pervari,Nazimiye district,1
Pervari,Akcay,1
Pervari,Genc,1
Pervari,Cukurca district,1
Pervari,Diyadin,1
Pervari,Malazgirt,1
Pervari,Semdinli district,1
Pervari,Caldiran district,1
Pervari,Bitlis,1
Pervari,Ziyaret,1
Pervari,Kocakoy,1
Pervari,Lice,1
Pervari,Geyiksuyu,1
Pervari,Cukurca,1
Pervari,Iskenderun,1
Pervari,Dogubeyazit district,1
Pervari,Dicle,1
Pervari,Guclukonak District,1
Pervari,Siran,1
Pervari,Hani district,1
Pervari,Genc district,1
Pervari,Kigi,1
Pervari,Bukardi,1
Guclukonak District,Semdinli,1
Guclukonak District,Omurlu,1
Guclukonak District,Torul,1
Guclukonak District,Lice district,1
Guclukonak District,Mezra,1
Guclukonak District,Yuksekova,1
Guclukonak District,Omerli,1
Guclukonak District,Hozat district,1
Guclukonak District,Hani,1
Guclukonak District,Saray,1
Guclukonak District,Nazimiye district,1
Guclukonak District,Akcay,1
Guclukonak District,Genc,1
Guclukonak District,Cukurca district,1
Guclukonak District,Diyadin,1
Guclukonak District,Malazgirt,1
Guclukonak District,Semdinli district,1
Guclukonak District,Caldiran district,1
Guclukonak District,Bitlis,1
Guclukonak District,Ziyaret,1
Guclukonak District,Kocakoy,1
Guclukonak District,Lice,1
Guclukonak District,Geyiksuyu,1
Guclukonak District,Cukurca,1
Guclukonak District,Iskenderun,1
Guclukonak District,Dogubeyazit district,1
Guclukonak District,Dicle,1
Guclukonak District,Siran,1
Guclukonak District,Hani district,1
Guclukonak District,Genc district,1
Guclukonak District,Kigi,1
Guclukonak District,Bukardi,1
Mardinkapi,Semdinli,1
Mardinkapi,Pozanti,1
Mardinkapi,Kulp district,1
Mardinkapi,Ceylanpinar,1
Mardinkapi,Tatvan,1
Mardinkapi,Kocakoy,1
Mardinkapi,Mersin,1
Mardinkapi,Ercis district,1
Mardinkapi,Kabala,1
Mardinkapi,Pinarbasi,1
Mardinkapi,Sultangazi district,1
Mardinkapi,Beytussebap district,1
Mardinkapi,Cizre,1
Mardinkapi,Cinar,1
Mardinkapi,Daglica,1
Dortyol,Semdinli,1
Dortyol,Belenoluk,1
Dortyol,Malatya,1
Dortyol,Tatvan,1
Dortyol,Yuksekova,1
Dortyol,Sirnak,1
Dortyol,Silvan,1
Dortyol,Antakya,1
Dortyol,Celtiksuyu,1
Dortyol,Kozluk,1
Dortyol,Antalya,1
Dortyol,Besikduzu,1
Dortyol,Gebze district,1
Dortyol,Mersin,1
Dortyol,Cukurca,1
Dortyol,Dogubeyazit district,1
Dortyol,Kasimli,1
Dortyol,Refahiye,1
Dortyol,Karliova,1
Mersin,Ceylanpinar,1
Mersin,Malatya,2
Mersin,Tatvan,2
Mersin,Yuksekova,1
Mersin,Silvan,1
Mersin,Marmaris,1
Mersin,Hizan district,1
Mersin,Antakya,1
Mersin,Kabala,1
Mersin,Sur district,1
Mersin,Pendik,1
Mersin,Kozluk,1
Mersin,Derik district,1
Mersin,Buca district,1
Mersin,Kulp district,1
Mersin,Kocakoy,1
Mersin,Gebze district,1
Mersin,Nusaybin district,1
Mersin,Ercis district,1
Mersin,Kasimli,1
Mersin,Pinarbasi,1
Mersin,Sultangazi district,1
Mersin,Karliova,1
Mersin,Alacakaya,1
Mersin,Belenoluk,1
Mersin,Semdinli,4
Mersin,Sirnak,2
Mersin,Hani,1
Mersin,Ozalp,1
Mersin,Sanliurfa,1
Mersin,Celtiksuyu,1
Mersin,Suruc,1
Mersin,Beytussebap district,1
Mersin,Cizre,1
Mersin,Cinar,1
Mersin,Semdinli district,1
Mersin,Hatay,1
Mersin,Yenisehir,1
Mersin,Pozanti,1
Mersin,Antalya,2
Mersin,Ogulveren,1
Mersin,Besikduzu,1
Mersin,Beldeler,1
Mersin,Cukurca,1
Mersin,Dogubeyazit district,1
Mersin,Dicle,1
Mersin,Saricam District,1
Mersin,Beytussebap,1
Mersin,Servi,1
Mersin,Reyhanli,2
Mersin,Kemer,1
Mersin,Refahiye,1
Mersin,Daglica,2
Yuksekova,Omurlu,1
Yuksekova,Lice district,1
Yuksekova,Malatya,1
Yuksekova,Mezra,1
Yuksekova,Tatvan,1
Yuksekova,Omerli,1
Yuksekova,Hozat district,1
Yuksekova,Silvan,1
Yuksekova,Nazimiye district,1
Yuksekova,Antakya,1
Yuksekova,Malazgirt,1
Yuksekova,Kozluk,1
Yuksekova,Kocakoy,1
Yuksekova,Gebze district,1
Yuksekova,Ziyaret,1
Yuksekova,Kasimli,1
Yuksekova,Hani district,1
Yuksekova,Karliova,1
Yuksekova,Genc district,1
Yuksekova,Kigi,1
Yuksekova,Belenoluk,1
Yuksekova,Semdinli,2
Yuksekova,Torul,1
Yuksekova,Sirnak,1
Yuksekova,Hani,1
Yuksekova,Saray,1
Yuksekova,Akcay,1
Yuksekova,Genc,1
Yuksekova,Cukurca district,1
Yuksekova,Diyadin,1
Yuksekova,Celtiksuyu,1
Yuksekova,Semdinli district,1
Yuksekova,Antalya,1
Yuksekova,Besikduzu,1
Yuksekova,Bitlis,1
Yuksekova,Caldiran district,1
Yuksekova,Lice,1
Yuksekova,Geyiksuyu,1
Yuksekova,Iskenderun,1
Yuksekova,Cukurca,2
Yuksekova,Dogubeyazit district,2
Yuksekova,Dicle,1
Yuksekova,Siran,1
Yuksekova,Refahiye,1
Yuksekova,Bukardi,1
Omerli,Semdinli,1
Omerli,Omurlu,1
Omerli,Torul,1
Omerli,Lice district,1
Omerli,Mezra,1
Omerli,Hozat district,1
Omerli,Hani,1
Omerli,Saray,1
Omerli,Nazimiye district,1
Omerli,Akcay,1
Omerli,Genc,1
Omerli,Cukurca district,1
Omerli,Diyadin,1
Omerli,Malazgirt,1
Omerli,Semdinli district,1
Omerli,Caldiran district,1
Omerli,Bitlis,1
Omerli,Ziyaret,1
Omerli,Kocakoy,1
Omerli,Lice,1
Omerli,Geyiksuyu,1
Omerli,Cukurca,1
Omerli,Iskenderun,1
Omerli,Dogubeyazit district,1
Omerli,Dicle,1
Omerli,Siran,1
Omerli,Hani district,1
Omerli,Genc district,1
Omerli,Kigi,1
Omerli,Bukardi,1
Yenisehir,Semdinli,1
Yenisehir,Malatya,1
Yenisehir,Sirnak,1
Yenisehir,Ozalp,1
Yenisehir,Sur district,1
Yenisehir,Suruc,1
Yenisehir,Pendik,1
Yenisehir,Semdinli district,1
Yenisehir,Antalya,1
Yenisehir,Ogulveren,1
Yenisehir,Dicle,1
Yenisehir,Reyhanli,1
Yenisehir,Kemer,1
Yenisehir,Daglica,1
